36134,5
33442,12
21249,2
6800,4
31487,4
19503,9
12051,14
4666,2
32923,2
7324,1
36724,9
28457,16
20180,31
11628,2
4577,7
34480,10
27066,13
27142,14
15264,2
35684,2
6283,3
9251,3
27883,4
27932,4
3201,7
16113,7
17648,1
24452,2
16948,4
37670,7
7970,8
30720,29
7399,34
26546,1
3555,3
22876,7
3693,11
12269,4
21320,4
9751,5
19569,6
20805,8
5621,16
7936,4
27428,13
7446,19
30666,22
13844,2
23562,4
13737,5
26588,1
29,2
35053,4
1683,2
18470,5
22620,10
24735,23
21614,1
17095,2
34278,3
11230,9
1474,13
30739,1
10731,6
32946,7
29291,11
36532,23
2697,3
32384,4
21972,5
22427,5
5678,8
24068,10
14892,1
24518,1
4707,5
6502,7
4723,8
5973,28
676,1
22250,1
32665,2
10245,4
5570,19
36433,19
23527,19
9029,1
24750,1
4334,4
9086,12
28882,13
18836,1
30665,5
15654,6
23062,8
11256,12
31357,1
35396,3
27884,2
25498,28
3449,5
11218,5
5888,1
24629,1
8896,9
22979,15
27417,3
19998,4
29167,4
17769,5
37386,6
560,13
2526,14
14163,15
26045,18
15515,2
961,4
4603,6
3051,8
15877,3
24455,3
25683,4
26986,5
3758,7
18088,3
21781,3
26502,6
6182,10
14530,1
4116,2
23186,4
19571,6
16050,16
32044,21
14130,2
20256,3
24598,10
17497,23
9579,8
25348,11
1586,28
12726,1
32242,1
34990,1
25952,16
25302,24
36193,3
15096,10
11348,1
34270,1
30217,5
20253,7
1874,11
28663,11
23491,24
32186,1
22563,2
16755,3
31977,4
30252,7
412,12
1122,9
29696,16
28491,2
7637,13
33597,15
22007,21
19441,28
15633,1
16099,1
20632,2
4604,4
13823,6
20086,8
6737,2
18166,2
5014,7
8451,14
5227,6
14179,9
10788,10
18265,11
11010,29
14077,2
5468,18
14942,21
33051,5
20626,6
2566,16
14148,29
1930,3
7411,8
17098,17
30020,2
2032,3
19788,4
34588,6
26611,1
23824,3
37370,6
15536,8
29620,18
19807,3
32137,3
34201,3
18861,5
8366,6
6270,7
6693,13
9642,14
1598,1
27358,1
436,3
16822,4
17924,8
28168,9
5500,12
31402,16
36,19
29827,30
14777,1
14917,2
30951,2
19900,3
21490,3
5669,4
8853,5
25797,6
31351,24
1923,33
1499,1
8715,9
18526,10
35438,11
15305,3
32570,3
10929,5
14005,6
9711,8
33976,17
19143,1
25697,2
27483,3
8964,5
12836,6
6013,11
23952,2
21556,5
31559,5
35959,12
21587,3
31378,24
27509,3
9188,10
26101,2
9153,3
26832,4
7900,3
25511,3
7886,5
29584,27
18702,1
20161,2
36181,5
17681,9
11343,3
27726,6
4757,34
980,1
4100,2
30807,2
34361,4
34505,4
530,5
6741,5
24293,16
28494,19
11093,3
8982,6
17084,7
32147,8
18976,14
18273,2
24086,2
8620,3
37594,4
871,9
36827,11
31455,2
37242,2
6373,6
21185,13
34089,13
21521,6
4093,7
5058,9
10113,10
36681,10
11907,11
4725,1
25358,2
33245,2
31011,3
23412,5
15039,1
2533,4
13422,4
21678,16
1254,1
11639,3
295,4
18293,4
36153,1
33690,5
25922,11
26381,13
30555,1
27342,10
810,2
6151,2
2160,4
10292,3
12843,5
21452,6
14869,8
24421,8
8781,10
1229,5
23993,5
18916,6
10894,2
19963,2
12484,14
5529,16
9750,16
15487,24
17184,2
12338,3
30144,4
10729,4
25616,11
5634,31
23391,3
34269,4
11483,5
30185,9
25088,10
11970,14
16463,31
24900,6
37047,6
18059,21
36595,3
18659,6
18687,15
15914,16
23058,23
6213,1
5651,3
16528,6
11715,13
30114,1
11043,2
30941,2
22510,8
15483,1
23827,1
16331,4
34800,7
11665,9
19181,1
17189,2
304,3
21041,3
33212,3
16767,5
15748,4
3873,6
16653,8
37339,8
33184,1
14938,3
11097,8
6118,13
23879,25
13838,33
2492,3
33656,3
16698,5
28183,22
20971,1
4692,7
22902,17
1308,2
6918,2
27338,8
24607,9
15243,10
17809,17
11860,20
17254,20
5519,3
14686,9
2466,1
14314,2
30061,4
25402,5
31111,22
8950,2
21529,5
25785,7
9433,11
37026,16
34471,2
26605,3
14896,4
301,6
6164,10
15848,11
19362,25
3534,9
28376,14
16911,32
24726,2
31047,2
33133,2
21261,5
20701,12
35543,12
17873,20
20421,6
28257,6
3877,13
21346,3
30557,4
31511,4
34307,8
28772,11
36912,12
24822,4
11267,6
25415,9
7364,10
27648,12
35540,14
8852,2
13211,7
8582,8
35087,8
3657,10
18234,14
30476,16
12149,2
31016,4
3007,20
21079,20
13886,1
1247,2
3529,4
28540,6
4622,10
17297,10
15586,28
30766,2
14632,5
7522,11
16857,2
27561,2
6928,9
833,3
11818,2
23176,2
28029,2
16310,3
37532,1
30110,2
24411,3
19561,7
28879,9
33426,14
19351,26
37629,27
392,1
7183,3
37096,3
28111,5
31076,8
13226,9
31674,28
8130,2
37512,2
36778,7
923,12
4585,14
19330,30
20568,2
25982,2
26066,3
1972,1
22460,1
20875,2
10906,4
16235,8
20311,10
26529,18
10025,22
6914,24
10156,5
6018,7
27951,12
401,13
21775,13
23471,15
5376,1
17939,1
20909,1
3755,2
35387,6
16365,13
6107,18
21050,28
7104,30
26668,2
10617,4
20131,10
16808,18
32009,1
32203,2
13585,2
20055,5
21974,5
34914,9
37683,9
10057,12
17866,14
12028,1
22663,3
20678,5
11233,21
14814,31
15610,1
22254,1
14590,2
10077,7
32093,12
16395,21
19797,1
24025,1
24176,1
5574,4
17665,14
5266,23
17916,5
24741,1
35082,1
519,3
1760,3
16157,5
27246,5
17999,7
6227,14
36744,14
25510,28
7902,11
5180,2
22768,14
16705,7
28291,8
17442,25
33825,3
33017,3
35009,7
23817,14
12122,20
4001,34
20200,2
23114,5
15168,6
88,18
19722,4
31712,18
3571,1
5523,2
27348,2
35952,4
19945,6
34404,7
30636,9
18705,11
13695,2
656,5
7943,7
5029,2
31040,2
3871,3
11454,3
21777,5
33948,6
18640,7
37486,8
10693,11
12360,3
26256,4
1911,6
4565,33
13016,7
11658,9
8834,13
19997,2
28632,4
34022,9
33920,15
7210,21
12222,4
17943,6
32282,12
3113,14
22989,2
29594,2
29434,16
24441,1
9727,30
36195,2
18426,5
27247,5
35212,16
23697,2
3988,3
25813,4
21046,5
34441,9
14762,2
33588,3
14912,4
3058,6
17610,1
2225,2
4548,2
32337,2
22003,9
11127,16
12117,20
30214,25
31042,2
29782,3
24229,4
24645,17
36664,1
6216,2
7935,3
24398,3
27047,6
36063,10
20840,17
16902,2
18714,2
37547,2
35507,3
5481,11
20561,18
33082,11
5699,4
17114,6
5554,7
26001,1
2570,2
26017,3
1717,7
17511,7
16452,1
17398,1
2580,2
26951,2
15773,7
27926,1
37254,1
4632,8
10195,9
17146,10
14765,11
4074,13
11092,1
26599,3
11491,15
23430,23
28770,2
26395,4
34094,9
33479,14
638,1
34639,2
2619,4
19453,9
26970,20
10597,1
1646,2
20651,2
30914,8
19316,28
10529,2
3093,4
4060,9
11495,3
9241,4
14235,4
236,7
22165,12
29188,29
22242,1
18794,4
29308,4
1917,10
30162,28
15135,1
31908,1
21216,2
9846,8
14195,13
28662,1
11268,2
35853,2
21182,3
15717,5
22730,7
12998,3
33505,4
7968,5
23525,16
21418,19
19408,2
24251,2
9386,5
30060,6
14949,7
12703,1
2934,2
33757,3
15955,4
1891,6
4114,10
29192,3
16304,4
29578,4
31125,8
20276,17
8490,1
20071,1
31288,8
3563,2
8401,2
15335,5
30412,3
31081,9
21726,3
24683,3
29221,7
31193,7
1786,14
2350,21
34507,31
5248,1
19462,1
5747,5
22109,6
11747,17
1553,1
18036,1
19214,1
5740,3
36949,4
19254,25
4458,5
4592,7
34233,8
6537,9
17787,30
25383,2
27498,3
37376,4
30794,7
6023,13
17652,18
4424,5
15117,8
26701,30
16329,3
30854,3
30293,4
14700,23
24402,33
5707,1
21618,2
27359,3
4338,12
16870,27
10840,34
14335,1
33372,3
17944,6
26740,7
1070,15
2536,21
18787,31
34517,1
23203,2
33424,12
28695,7
8932,1
13681,1
7221,2
7153,10
37354,12
18598,25
3699,3
20770,4
36040,5
22821,9
9403,2
27996,6
25071,3
35479,5
26901,18
33575,1
11794,3
19188,5
27100,5
665,7
14006,8
29836,15
9208,2
17369,2
22403,2
23553,3
32315,7
6574,26
5078,1
35446,1
348,6
18302,1
5966,1
7209,2
32893,2
35031,9
25134,13
15783,1
35946,4
15871,6
4042,9
23529,16
6875,5
12017,11
16704,1
26213,1
6438,2
9,5
9743,7
20455,7
20648,28
15883,30
17061,2
10684,7
416,8
5315,34
8240,2
1966,5
7260,8
2404,9
18524,13
11842,1
5917,19
23174,25
4813,1
9316,2
22101,5
26914,7
34656,1
16085,3
11846,4
29907,9
19748,3
7149,4
26248,5
356,7
6479,17
10506,28
4836,1
26403,3
35666,5
36446,7
35872,20
26177,1
997,4
5794,2
24094,3
16162,4
36011,20
14215,1
8849,3
16892,5
28865,10
15765,2
27434,2
6268,12
21280,18
34238,23
16017,2
3924,4
25030,4
29294,5
4349,9
6089,12
10772,16
5849,1
491,10
6095,2
21282,4
1376,6
14554,8
36230,16
24809,6
25467,6
2573,15
3621,1
5011,2
16620,3
30703,3
28741,4
4742,5
272,5
13248,10
26347,2
16770,3
23902,3
36793,6
25124,9
33077,9
33604,10
30814,31
18633,1
29990,1
15159,4
9468,7
15960,1
25540,2
33024,8
36623,17
22134,21
37690,34
24265,3
34004,4
32035,5
12699,8
33197,10
30409,16
28697,28
28641,2
5396,6
34636,12
31444,2
37353,2
15385,3
17575,3
711,8
35947,11
33376,14
26430,17
19086,1
22429,1
26097,4
21010,6
3887,24
18151,30
24004,4
2944,5
28162,5
36938,6
5661,11
37262,11
32858,2
17312,4
28690,5
37334,1
17036,2
28900,4
28918,4
3754,5
15685,6
10880,7
34824,9
15978,1
5399,3
30911,5
37588,8
11315,2
13004,2
13005,3
18056,3
929,19
26029,1
30159,1
3584,1
37398,1
20240,2
6560,5
31621,5
24024,16
11027,19
822,3
8841,6
952,8
18213,16
9051,34
15844,1
25202,3
4018,3
19534,14
16896,16
23238,1
2265,2
7287,3
19287,2
4523,6
29899,6
5152,14
9666,29
30897,1
23749,2
7277,4
7206,8
14947,13
22425,14
28996,23
11902,1
1579,13
2357,18
24803,1
30864,1
21423,2
7163,3
13941,7
7147,4
11141,6
18456,10
4267,13
28402,1
36678,6
17516,8
16661,20
18396,1
5054,4
2028,11
2009,2
24825,3
23745,3
33571,18
35223,1
165,2
5851,2
20325,2
20550,6
23547,18
28224,19
10599,2
5558,4
12779,6
34848,10
5997,25
28171,1
35169,1
9514,3
13985,2
33305,3
31195,5
26123,6
10576,7
6049,9
8581,21
12152,1
29506,1
8126,2
26327,22
25530,2
21698,3
24425,5
26849,8
11452,23
13771,1
19590,1
27285,3
4143,23
35693,3
719,4
15005,5
20866,7
18499,9
12403,13
12600,26
10313,1
15317,1
12361,2
34082,2
27218,3
16257,4
36110,1
22049,3
30206,4
37008,7
24400,8
20067,1
26640,1
37574,2
21610,3
36290,3
12632,6
20403,8
27240,9
18280,10
17975,30
30609,1
23581,4
36672,5
20859,7
13551,18
9794,2
17432,4
16692,6
26013,7
16641,9
26209,12
1224,19
4030,20
7225,3
37428,24
32726,2
29480,4
33335,4
32760,3
36141,3
28801,15
16355,27
8527,3
23325,4
33388,9
21102,9
25585,2
324,4
30590,4
13007,14
12257,18
21689,21
2149,1
12398,1
20645,1
35420,5
26497,12
31935,30
5323,34
3759,2
30801,2
32727,3
1693,10
19470,18
15523,6
36673,6
21879,15
20608,3
28904,4
28984,5
4103,11
33198,16
14933,20
24838,2
8898,2
20098,3
26828,5
27646,5
1875,1
19286,1
1728,4
20288,4
24668,5
9349,6
23951,1
25822,1
29015,1
13377,2
32792,3
34179,4
35188,5
21315,8
9167,1
20019,5
22685,23
271,2
24463,8
22531,8
37351,15
36311,4
20036,6
7646,18
8291,2
25974,11
27723,14
22744,2
8227,3
31316,11
26201,21
3747,26
27211,1
33164,2
34669,4
25674,6
1841,28
35835,1
21591,2
30630,2
28001,4
13842,5
33297,6
8215,10
1019,1
31676,1
25398,30
24945,3
27515,3
8966,6
3002,7
32295,10
21831,19
12316,2
19051,2
19459,7
11070,16
20053,28
16510,2
24713,2
23207,5
5493,1
26793,1
21997,3
29141,3
23023,4
4845,7
3779,8
28440,8
11881,2
13243,3
19034,6
15516,15
28591,31
14883,1
21842,6
20956,11
20636,1
23261,25
14948,1
21091,1
29646,1
30838,3
2720,11
37308,12
23741,21
17000,2
30413,4
10022,6
26853,10
16041,11
22834,11
27215,1
34973,2
35166,2
2664,3
9217,5
6611,2
31246,3
18362,4
2772,5
15853,8
7294,2
12298,2
11909,3
17040,3
11350,6
9676,9
827,13
3127,2
9333,5
13443,8
20999,12
19494,1
37266,1
28009,10
14761,12
25270,23
35072,3
20270,5
26939,9
709,25
3430,3
26889,5
4693,7
19994,11
28393,11
2489,14
5846,15
34689,34
17505,1
35650,1
18312,3
13753,5
34460,4
3010,5
4225,7
23759,7
8780,10
34280,13
29290,19
30767,21
1627,2
26978,2
37617,3
34751,4
8761,8
1115,1
13933,2
25097,3
31893,3
5042,4
22086,6
18746,9
30791,14
19677,20
3016,31
13135,3
30740,4
27630,3
34264,3
35498,3
21087,4
11689,5
968,9
15908,12
9777,27
2325,1
16278,1
7099,2
21639,3
18744,4
10384,5
6239,8
30752,10
4595,11
35988,3
11069,5
14580,8
10003,9
9138,10
27117,2
2401,6
1437,3
930,6
7582,8
5498,1
8395,1
34873,1
17256,3
29839,28
37130,3
27103,4
28161,5
20483,7
34039,14
16824,18
19446,29
6766,12
34345,12
6844,13
19581,21
23656,1
27187,1
6738,2
31859,3
8453,7
2093,5
1556,6
10515,8
26176,24
13000,1
29286,1
14629,2
13316,9
17361,4
19776,21
28332,1
167,2
1074,2
11550,3
16447,6
25271,8
14010,13
34654,15
3591,22
22815,1
25304,2
29164,4
31967,11
32173,13
23228,21
5046,3
2705,4
24580,8
1216,1
12851,1
11728,2
27295,5
28354,7
4295,8
30544,12
36344,15
10295,20
20605,2
28281,2
19336,3
27330,4
35273,4
2616,5
3471,5
23308,7
10744,14
32718,34
27476,2
19378,3
20225,5
5041,2
9158,4
21118,5
17985,7
15451,2
27519,2
15163,4
28241,5
13877,13
25254,16
33450,16
23664,34
7006,34
1859,1
36658,4
8816,6
25599,8
27876,9
1429,11
23807,11
15687,15
29058,15
16233,3
22164,1
22629,6
19165,11
17869,19
4236,8
18040,2
9448,3
17192,14
28391,21
9103,2
32382,2
2959,4
19293,4
7866,10
36351,1
5787,2
31273,4
20530,6
1025,8
19100,10
28906,21
24592,1
2355,3
27060,10
32785,13
13418,25
17515,30
4902,5
16462,9
5374,11
1086,1
3525,1
3593,4
30853,4
16276,8
35120,9
2099,1
34577,2
6804,5
31842,10
27141,2
11026,3
20640,3
13065,6
9858,8
6371,14
411,16
18319,3
19696,3
13036,5
34664,9
9353,10
7357,14
2742,30
35036,1
34204,2
21603,5
19281,5
9829,1
14992,4
22053,1
11178,7
3925,6
13379,10
36656,7
11273,28
24701,4
6485,5
13586,7
25378,10
14388,11
21496,1
36437,2
33270,8
10080,33
10670,1
542,2
15404,2
32757,2
33402,3
1601,4
2037,5
3112,5
7244,8
24888,9
14510,16
36103,2
26405,6
9513,8
29468,8
5221,1
37123,7
35907,12
7729,2
23462,3
30836,3
32762,6
14007,7
9900,4
20208,12
4459,24
25437,1
32617,1
528,2
27641,6
361,8
22057,28
32912,1
22219,2
26032,3
17220,4
25138,8
15652,4
24431,16
15247,3
32246,7
28684,20
4393,24
12903,25
24475,1
15835,1
11234,2
36711,3
9418,6
31329,8
5545,10
11538,10
24751,10
1535,2
14336,2
8321,8
4173,18
2250,2
27035,2
35126,5
27896,10
5666,16
29448,2
32031,4
34760,4
28408,6
13158,9
12358,11
22650,20
33496,4
6311,6
5087,8
5285,1
33441,2
10886,3
2190,4
34105,6
33896,7
8531,26
2962,1
4340,1
8100,1
13105,1
26641,1
33769,2
5466,3
30837,4
22185,5
18070,14
32432,2
27629,4
1063,5
19942,6
16436,12
15879,1
17867,1
2982,7
6334,18
15923,1
23968,1
4792,2
1263,3
13676,4
3084,7
33482,14
26987,24
17099,27
24107,1
6861,3
2065,7
13235,9
24171,10
21732,16
7166,19
10916,25
25077,1
27361,2
31750,3
19157,6
17496,7
33524,7
17565,10
11086,17
16344,1
30083,1
21213,2
33809,2
71,3
33348,3
35942,12
3639,2
7973,4
4071,7
3435,8
35097,14
23606,23
3730,1
5692,1
7517,1
152,3
14519,16
1906,24
5580,6
28321,4
33886,5
9384,6
34587,3
13890,12
10645,1
17766,3
23867,4
8073,5
7670,14
33803,10
13724,2
11736,3
15898,4
2760,6
987,7
7095,7
7554,9
23774,12
37138,30
31106,23
25627,29
2981,1
34419,1
15677,4
18736,6
303,8
36930,2
22684,4
18930,7
6544,19
26498,3
18179,6
36144,21
33329,4
21165,20
10264,2
15720,4
32501,4
33731,7
28789,9
13831,13
19726,16
10087,26
25490,1
33357,4
1231,5
22244,5
25851,7
31561,7
36087,8
28442,11
12813,21
5280,2
19390,2
31800,6
11094,9
34394,10
30868,2
20655,5
29060,2
25856,5
23004,14
4319,14
992,1
21715,2
29324,5
8885,10
7042,1
1824,8
69,9
16787,1
25745,1
11527,3
35996,8
22245,21
5510,1
3365,3
23894,3
4635,8
6146,17
3226,30
22786,2
30874,4
12618,8
14057,17
33587,1
18965,8
7562,34
20680,1
1673,3
30569,8
34731,8
9014,9
8718,3
10542,3
22447,10
28053,13
14476,1
29458,3
10432,5
36123,9
17929,17
36864,1
35418,2
4832,3
31869,3
10633,5
5270,6
18274,27
21745,1
35683,3
19359,5
29681,6
4974,10
12549,18
16121,1
27811,6
10453,1
11899,4
21477,3
12884,27
33266,1
1521,3
6636,7
21326,7
29426,12
37463,2
14926,3
13720,5
23677,7
8351,29
21682,1
7996,3
21505,4
4564,6
10815,6
22025,6
31995,13
19416,16
17899,32
6380,3
32013,4
16805,7
9065,23
17454,24
12401,4
22590,4
10785,12
18958,15
8420,20
2397,33
25937,2
36194,3
3398,27
1510,1
10027,1
33431,8
26151,10
30448,1
23530,3
7485,10
12575,17
37087,28
18140,3
6181,15
9965,1
30393,1
8983,3
16812,7
31478,16
9520,1
36749,1
23753,4
28656,6
27322,13
21712,22
30566,4
16275,5
8243,8
30931,8
18024,14
19664,2
7479,3
31532,4
4034,5
34490,1
2645,2
6885,3
11327,3
11717,7
35886,13
33271,2
17696,3
2787,6
17288,10
10440,14
31866,15
1910,3
34630,5
24163,6
27908,7
37004,14
10119,2
23730,2
18413,6
6994,1
12758,6
15681,15
34335,23
10735,2
12623,4
33031,15
4350,28
20282,31
33284,2
33800,5
27771,10
13721,1
6595,2
12143,3
26437,3
13359,4
29516,7
15441,3
6272,7
30382,8
7106,11
21680,1
33631,2
13369,3
30620,6
16006,7
35308,22
15755,23
24882,16
29914,1
15497,2
34882,2
15971,14
16905,16
26648,21
16438,1
8434,2
5491,4
24477,4
15613,1
4485,8
21319,19
14902,7
17818,7
6150,9
31013,12
21912,3
31244,3
19643,7
23144,13
10459,25
27909,1
25650,3
6220,4
36538,6
34252,2
35504,2
3628,3
20556,3
35716,3
21623,1
34894,1
7588,2
20328,2
11805,3
28776,4
13855,6
2278,9
5015,22
3222,1
29242,4
9992,5
28199,7
27834,27
7207,5
29644,7
21263,8
28217,34
734,5
37018,7
26811,10
10793,3
25473,3
22251,8
20041,13
27542,1
31443,2
2338,3
17349,3
35179,5
34457,6
21203,18
7826,28
5153,1
24616,20
27273,27
1650,1
17586,1
34846,4
9702,6
22360,6
34124,10
31521,14
8207,1
31858,3
16953,4
19117,9
7611,13
18141,1
7744,6
28542,19
6201,3
29673,4
35643,10
19741,28
23447,2
13413,24
14483,26
25991,3
8539,5
2353,21
15611,1
30887,3
4045,6
9910,15
20873,16
16383,2
13584,4
13123,1
36669,1
7620,4
5278,5
2031,6
18391,12
10209,26
14004,1
12160,2
35575,2
32489,4
21978,6
4242,8
14881,21
15729,2
2086,4
5735,2
22065,6
13534,7
12653,13
20468,16
18684,3
4729,4
37279,5
13836,34
7630,1
8352,2
28654,3
15399,4
18752,4
9969,5
8284,7
8725,8
25032,14
5199,28
16500,2
1204,13
17115,17
21322,32
7279,1
19388,1
29929,1
9134,2
19721,4
34695,29
12883,1
20344,1
663,2
2825,3
35210,5
1050,11
29675,3
25122,4
19314,6
21045,1
19400,3
22308,3
17683,5
23440,6
27268,18
9762,2
24172,2
22561,4
37469,4
15880,5
24408,5
4207,8
24973,14
655,17
17403,17
1252,1
31138,2
22664,4
1708,6
9248,18
37260,18
16213,1
44,2
3341,3
7972,8
13560,9
3132,7
12587,2
14214,6
17464,9
24319,11
24904,2
28973,2
19979,3
24256,6
25158,6
21513,12
28490,12
349,2
967,6
1189,1
1879,1
24823,1
3075,2
3739,3
8082,5
25572,7
10139,8
30334,26
19700,1
24725,1
21206,3
28110,1
19971,2
1138,6
10044,9
21032,11
15637,1
27752,1
36913,13
27625,17
28914,26
20536,1
32907,5
25087,7
1688,2
11363,5
22771,10
36090,16
191,2
36873,15
11596,1
12177,2
18304,3
3845,8
1258,9
34241,2
36216,3
18376,14
23969,1
16052,4
2496,12
18509,12
4830,2
2998,6
12495,9
10907,12
6309,26
6760,10
33340,12
19358,30
26713,6
1318,26
7434,1
34596,1
20070,7
3042,8
26875,8
20289,9
2792,12
14966,14
3633,18
27711,5
30132,10
8690,1
17340,1
35172,1
29872,3
10234,5
12041,5
32691,5
11655,14
13063,20
147,2
30546,2
29648,3
10571,4
21288,13
21051,2
32742,2
20702,23
5452,25
6258,3
19646,3
17159,9
36331,2
6977,7
16741,9
31743,14
84,2
37191,3
7667,5
23654,9
37451,14
8036,17
22114,1
15116,8
23251,16
3638,1
18417,5
5261,7
9359,15
22861,6
4978,15
16532,1
5151,2
27768,3
7946,5
13958,8
10441,17
19485,1
15676,2
33374,3
17606,4
17928,7
10699,2
33145,2
12467,12
17645,13
15281,14
31786,1
13988,2
36613,2
33287,3
11855,8
9344,4
8316,5
5832,6
36173,12
33436,13
37427,16
18805,32
32030,32
32349,4
33785,6
2614,13
6642,1
23260,1
37685,1
705,3
15257,10
4203,11
17936,11
24316,1
27510,1
29565,1
32831,3
24215,5
7017,6
15705,9
925,11
20368,12
33110,15
37203,2
29339,4
27747,5
5384,8
7653,9
36734,13
18587,7
26467,7
14402,17
25372,5
7291,27
15901,33
34210,1
137,4
16191,5
31832,5
2988,2
12273,4
13709,5
14219,5
23284,5
2834,11
15288,12
11985,1
24064,3
34632,4
36614,6
2069,5
1403,6
16411,10
11536,19
35876,33
9831,1
9163,2
24515,5
26125,14
4609,23
11603,2
312,3
22259,11
1368,4
5628,15
7499,19
18025,1
5306,7
36941,14
8354,18
6491,28
15940,34
